16,NULL,NULL,5000,4,NULL,2,NULL,NULL,NULL,NULL
16148,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,1
15,NULL,NULL,700,3,NULL,NULL,NULL,NULL,NULL,NULL
10856,NULL,NULL,NULL,3,NULL,3,NULL,NULL,NULL,NULL
16091,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
18,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
16215,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10869,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17552,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL
19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25336,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL
10870,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25,NULL,NULL,NULL,3,NULL,3,NULL,NULL,NULL,NULL
26,NULL,NULL,NULL,3,NULL,3,NULL,NULL,NULL,NULL
27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
24,NULL,NULL,NULL,3,NULL,3,NULL,NULL,NULL,NULL
31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10871,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10872,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10873,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
39,NULL,NULL,1520,4,NULL,3,NULL,NULL,470,3
40,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL
10875,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10874,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
41,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL
10876,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
28198,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
28199,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
28200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
43,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL
16348,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
16349,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
44,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL
10213,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10877,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10214,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
19400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46,NULL,NULL,1000,3,NULL,3,NULL,NULL,NULL,3
10858,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
16082,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
49,NULL,NULL,2000,4,NULL,NULL,NULL,NULL,NULL,NULL
51,NULL,NULL,NULL,2,NULL,2,NULL,NULL,NULL,NULL
50,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL
17553,NULL,NULL,200,3,NULL,3,NULL,NULL,NULL,2
10224,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10878,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL
10879,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19372,NULL,NULL,NULL,3,NULL,1,NULL,NULL,NULL,NULL
52,NULL,NULL,1000,3,NULL,NULL,NULL,NULL,NULL,NULL
19401,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25678,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10887,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL
10885,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10886,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25679,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10889,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10890,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10891,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10892,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10893,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10895,NULL,NULL,NULL,3,NULL,3,NULL,NULL,NULL,NULL
10894,NULL,NULL,NULL,3,NULL,3,NULL,NULL,NULL,NULL
56,NULL,NULL,NULL,3,NULL,3,NULL,NULL,NULL,NULL
19374,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,1
10225,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
16504,NULL,NULL,NULL,NULL,NULL,3,400,3,NULL,NULL
57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10374,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10896,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25831,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10898,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10899,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10900,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL
15703,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
16090,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25837,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19470,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10376,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
28202,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
28201,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10901,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10902,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10377,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
67,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
16094,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10904,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL
10905,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
15732,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10903,NULL,NULL,NULL,3,NULL,3,NULL,NULL,NULL,NULL
10909,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
66,NULL,NULL,70,2,NULL,1,NULL,NULL,NULL,NULL
10906,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10910,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10911,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10912,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
69,NULL,NULL,2600,4,NULL,NULL,NULL,NULL,NULL,NULL
10914,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10915,NULL,NULL,NULL,3,NULL,2,NULL,NULL,NULL,2
70,NULL,NULL,NULL,3,NULL,2,NULL,NULL,NULL,2
10916,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
71,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL
28203,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19402,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL
19471,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
73,NULL,NULL,600,3,NULL,NULL,NULL,NULL,NULL,NULL
72,NULL,NULL,60,2,NULL,NULL,NULL,NULL,NULL,NULL
75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
76,NULL,NULL,200,3,NULL,4,NULL,NULL,1700,4
74,NULL,NULL,200,3,NULL,2,NULL,NULL,NULL,NULL
10917,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10918,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10919,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10378,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
28204,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25335,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10379,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
28205,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
15731,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10380,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25333,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10920,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
80,NULL,NULL,NULL,3,NULL,3,NULL,NULL,NULL,NULL
19375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10921,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19403,NULL,NULL,200,3,NULL,NULL,NULL,NULL,NULL,NULL
19407,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19406,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19405,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6681,NULL,NULL,NULL,3,NULL,3,NULL,NULL,NULL,3
10409,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
19404,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
85,NULL,NULL,5000,4,NULL,4,NULL,NULL,1000,3
7062,NULL,NULL,200,3,NULL,NULL,NULL,NULL,NULL,NULL
86,NULL,NULL,26000,4,NULL,NULL,NULL,NULL,NULL,NULL
87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
84,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL
88,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL
10922,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
16350,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
16351,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
16352,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10410,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10924,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
26403,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19408,NULL,NULL,3700,4,NULL,NULL,NULL,NULL,NULL,NULL
25522,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
91,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,2
94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
92,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
96,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
15740,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10925,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
28178,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10926,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
97,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7642,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL
18940,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
99,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
7643,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
28206,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10927,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL
25328,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25329,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19454,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19455,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10928,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100,NULL,NULL,NULL,3,NULL,3,NULL,NULL,NULL,NULL
10929,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
101,NULL,NULL,2000,4,NULL,3,NULL,NULL,NULL,NULL
10411,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
31657,NULL,NULL,1200,4,NULL,NULL,NULL,NULL,NULL,NULL
104,NULL,NULL,100,2,NULL,2,NULL,NULL,NULL,2
103,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
16353,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
15647,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
106,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
105,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
15644,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
16218,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10412,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7998,NULL,NULL,NULL,3,NULL,2,NULL,NULL,NULL,NULL
7999,NULL,NULL,NULL,3,NULL,2,NULL,NULL,NULL,NULL
7997,NULL,NULL,NULL,3,NULL,2,NULL,NULL,NULL,NULL
8000,NULL,NULL,NULL,3,NULL,2,NULL,NULL,NULL,NULL
29557,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
113,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
111,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
112,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
114,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
10244,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
16222,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL
117,NULL,NULL,NULL,3,NULL,3,NULL,NULL,NULL,3
116,NULL,NULL,NULL,3,NULL,3,NULL,3,NULL,3
118,NULL,NULL,NULL,3,NULL,3,NULL,NULL,NULL,3
19010,NULL,NULL,NULL,NULL,NULL,3,NULL,3,NULL,3
119,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
10930,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120,NULL,NULL,708,3,NULL,3,NULL,NULL,NULL,3
122,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,80,1
123,NULL,NULL,40,1,NULL,NULL,NULL,NULL,NULL,NULL
10935,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10413,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
124,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL
10414,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
126,NULL,NULL,40,1,NULL,1,NULL,NULL,NULL,NULL
10678,NULL,NULL,11,1,NULL,1,NULL,NULL,NULL,NULL
127,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
125,NULL,NULL,23,1,NULL,2,NULL,NULL,NULL,3
128,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10677,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
15705,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
15704,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10415,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,80,2
131,NULL,NULL,350,3,NULL,NULL,NULL,NULL,NULL,NULL
133,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,700,3
135,NULL,NULL,50,1,NULL,NULL,NULL,NULL,NULL,NULL
19612,NULL,NULL,20,1,NULL,NULL,NULL,NULL,NULL,NULL
19508,NULL,NULL,100,2,NULL,NULL,NULL,NULL,NULL,NULL
138,NULL,NULL,136,3,NULL,NULL,NULL,NULL,NULL,NULL
19507,NULL,NULL,153,3,NULL,NULL,NULL,NULL,NULL,NULL
137,NULL,NULL,400,3,NULL,NULL,NULL,NULL,NULL,NULL
19475,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
19476,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19477,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19473,NULL,NULL,1001,4,NULL,NULL,NULL,NULL,NULL,NULL
19474,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
139,NULL,NULL,153,3,NULL,NULL,NULL,NULL,NULL,NULL
134,NULL,NULL,57,2,NULL,2,NULL,NULL,NULL,3
132,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10416,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
30381,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
30369,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
30383,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
30384,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
30385,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
30386,NULL,NULL,500,3,NULL,NULL,NULL,NULL,NULL,NULL
30387,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
30388,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
30366,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
30374,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
30375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
30376,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
30377,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
30378,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
30379,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
30380,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
30370,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
30371,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
30372,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
30373,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
30367,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
30368,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
30382,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10514,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
10936,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
140,NULL,NULL,1783,4,NULL,NULL,NULL,NULL,NULL,NULL
141,NULL,NULL,3000,4,NULL,NULL,NULL,NULL,NULL,NULL
142,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
144,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19479,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
